input_text,target_text,direction,source,confidence_score,input_length,target_length,word_count_input,word_count_target
Friend Christmas,"""i can [barely] remember [friend christmas] cause i was so [twaxed]""",slang_to_standard,urban_dictionary_mega,0.0,16,68,2,11
bartier,bitch with of,slang_to_standard,urban_dictionary_mega,0.0,7,13,1,3
cruts,A of the 'crud' and 'nuts',slang_to_standard,urban_dictionary_mega,0.0,5,26,1,6
Kick your equestrian friend,day is on where you,slang_to_standard,urban_dictionary_mega,0.0,27,19,4,5
Kick your equestrian friend,[Hi] today is [national] [kick your equestrian friend] day,slang_to_standard,urban_dictionary_mega,0.0,27,58,4,9
jibman,"When you have two people controlling the at the front of at the Royal Victoria , they are considered ""jibman""",slang_to_standard,urban_dictionary_mega,0.0,6,109,1,20
Beateded,When you something multipul times and what means,slang_to_standard,urban_dictionary_mega,0.0,8,48,1,8
OH YAA,awesome word to to your friends when but you have to say it with a deep loud voice or it's totally wrong,slang_to_standard,urban_dictionary_mega,0.0,6,104,2,22
Ramburtury,The Act Of Promoting a For or off,slang_to_standard,urban_dictionary_mega,0.0,10,33,1,8
Scoping,The act of driving a while keeping one's of the,slang_to_standard,urban_dictionary_mega,0.0,7,47,1,10
Raneillea,"She is beautiful, kindhearted, , intelligent, smart…",slang_to_standard,urban_dictionary_mega,0.0,9,52,1,7
Raneillea,"Person 1: She gave her [lunch] to a [homeless person] today.

Person 2: Her name is Raneillea, she is so kind and [selfless]",slang_to_standard,urban_dictionary_mega,0.0,9,124,1,23
Barbaque chicken,"Slang term in the sport of basketball, where you pass the ball into the paint to your big man",slang_to_standard,urban_dictionary_mega,0.0,16,93,2,19
patrzeć jak spod pizdy,Transl,slang_to_standard,urban_dictionary_mega,0.0,22,6,4,1
pwnerer,A person who people at something,slang_to_standard,urban_dictionary_mega,0.0,7,32,1,6
pwnerer,He/She is The [Pwnerer] of [n00bs] [around the world].,slang_to_standard,urban_dictionary_mega,0.0,7,54,1,9
Krungleburg,"When you drop fish, , or child and it steals your",slang_to_standard,urban_dictionary_mega,0.0,11,49,1,11
Rufus,"Someone who or ""rats"" you out to law enforcement with no valid reason and absolutely no from it at all",slang_to_standard,urban_dictionary_mega,0.0,5,102,1,20
Rufus,"Person 1: What happened to Robert, he hasn't been coming to work lately?
Person 2: He got arrested the other night. When they cops [showed up] at the door [Cheryl] immediately [snitched] him out. She is such a ""Rufus""",slang_to_standard,urban_dictionary_mega,0.0,5,218,1,39
Cherrie-Coblow,"A word typically used to describe strong disdain for porn/rule 34 humor, including memes like "" porn""",slang_to_standard,urban_dictionary_mega,0.0,14,101,1,17
free speech,Something in which does not,slang_to_standard,urban_dictionary_mega,0.0,11,27,2,5
fartspeak,"A , involuntary speech impairment that the inflicts upon his hearing audience",slang_to_standard,urban_dictionary_mega,0.0,9,77,1,12
fartspeak,"""This is a guy who does congressional hearings, said [Cessy]. ""I'm surprised he's letting it get under his skin.""

""It's because he's lying,"" said Reuben.

""Oh, come on. Like they {{ the military brass }} don't lie to Congress.""

""They {{ these military asshats }} spin to Congress.""

""Well, he's spinning this, too, isn't he? 'I'm sure it's just a misunderstanding.' That's [FARTSPEAK] for 'I said it, you jerk, but you weren't supposed to tell.'""

""'Fartspeak'?""

""That's what we called it on the hill {{ Capitol Hill }}, said Cessy.

-- [Orson Scott Card],

in ""Empire"", Chapter 10 -- ""Fair and Balanced"",

on page 140.",slang_to_standard,urban_dictionary_mega,0.0,9,622,1,105
Rivering,"Moving in , especially when experiencing alongside or upon flowing",slang_to_standard,urban_dictionary_mega,0.0,8,66,1,10
Rivering,The women were [rivering] when they began to [collaborate] on a volume of [poems] about the Mississippi.,slang_to_standard,urban_dictionary_mega,0.0,8,104,1,17
Joslyn and Alexia,"two really attractive chicks that are super smart, amazing, and hilarious",slang_to_standard,urban_dictionary_mega,0.0,17,73,3,11
Shibugatti,"Portmanteau of the name , and the automobile company,",slang_to_standard,urban_dictionary_mega,0.0,10,53,1,9
North Pole,North - California (notable - park),slang_to_standard,urban_dictionary_mega,0.0,10,35,2,6
in a coffin,"To be , especialy from",slang_to_standard,urban_dictionary_mega,0.0,11,22,3,5
fartcam,A specially designed camera that provides a image of someone’s,slang_to_standard,urban_dictionary_mega,0.0,7,62,1,10
aellst,Your name is actually the tiktok trend where you put the letters of your name in order,slang_to_standard,urban_dictionary_mega,0.0,6,86,1,17
Humbeats,Producer out near Boston,slang_to_standard,urban_dictionary_mega,0.0,8,24,1,4
Humbeats,"Marcus: ""Yo, Why this beat [so dope]?""

[Vernon]: ""It's a Humbeat man""

[Lorenz]: Im a rapper looking for beats, have any suggestions?""
Jerry: ""Yea hit up Humbeats at IAmHumbeats.com""",slang_to_standard,urban_dictionary_mega,0.0,8,184,1,29
Kiarah,"Kiarah is of a name of person who is beautiful, funny, amazingly talented and has more care and loyalty than anyone ever known to mankind",slang_to_standard,urban_dictionary_mega,0.0,6,137,1,25
Zooted,Being human,slang_to_standard,urban_dictionary_mega,0.0,6,11,1,2
lamster,"Rhymes with """,slang_to_standard,urban_dictionary_mega,0.0,7,13,1,3
THOT,A word that stands for have one taill made bye on,slang_to_standard,urban_dictionary_mega,0.0,4,49,1,11
spamclick,the outta yer,slang_to_standard,urban_dictionary_mega,0.0,9,13,1,3
Frat Boys,A like to drink and play beer pong 24/7,slang_to_standard,urban_dictionary_mega,0.0,9,39,2,9
Rude Monster,Someone and,slang_to_standard,urban_dictionary_mega,0.0,12,11,2,2
Sitty Fuck,Sexual position involving a partner with a penis and a partner with breasts,slang_to_standard,urban_dictionary_mega,0.0,10,75,2,13
Sitty Fuck,A [Disney World] [Orlando] princess gave me a Sitty Fuck last night. Good thing I [washed] my ass!,slang_to_standard,urban_dictionary_mega,0.0,10,98,2,18
Urlish,A combination of and English in,slang_to_standard,urban_dictionary_mega,0.0,6,31,1,6
Urlish,"She came out of [the party] talking in [fake] Urlish.
He is a very good Urlish [speaker].",slang_to_standard,urban_dictionary_mega,0.0,6,90,1,17
pahro,"[allistair] : pahro
[rob] : shut the fuck up i swear to [fuckinh] god",slang_to_standard,urban_dictionary_mega,0.0,5,70,1,14
Cooter Cup,"The act of taking ones hand, which has been formed into a cup, and a female's genitilia",slang_to_standard,urban_dictionary_mega,0.0,10,87,2,17
Mary,"The person that everything, is very and",slang_to_standard,urban_dictionary_mega,0.0,4,39,1,7
Contractor Grade,A particularly interesting term in that its two different meanings are indicative of opposite ends of the quality,slang_to_standard,urban_dictionary_mega,0.0,16,113,2,18
Contractor Grade,"1 - Look at this hammer - it's [contractor grade].

2 - Just [install] some contractor grade [cabinets]; we don't have to live in it.",slang_to_standard,urban_dictionary_mega,0.0,16,135,2,25
Lautech,A where are used for,slang_to_standard,urban_dictionary_mega,0.0,7,20,1,5
Becky,A or unpolite,slang_to_standard,urban_dictionary_mega,0.0,5,13,1,3
Right Turn Clyde,What you say when you your pet to hit someone,slang_to_standard,urban_dictionary_mega,0.0,16,45,3,10
straightard,The word use to call person a retard,slang_to_standard,urban_dictionary_mega,0.0,11,36,1,8
Hot Snickers,The act of of a loved ones,slang_to_standard,urban_dictionary_mega,0.0,12,26,2,7
Traditional,"Someone who lives the tradition - from the Latin tradere (to transmit, to hand over, to give for safekeeping)",slang_to_standard,urban_dictionary_mega,0.0,11,109,1,19
Traditional,"Being [traditional] is to keep improving and transmitting [achievements] and values   over the years, adapting to the current reality, without losing the original [essence].",slang_to_standard,urban_dictionary_mega,0.0,11,173,1,24
sb's,- Short for slut,slang_to_standard,urban_dictionary_mega,0.0,4,16,1,4
windrushed,Getting mugged by “diverse” Britons,slang_to_standard,urban_dictionary_mega,0.0,10,35,1,5
Parpy,"When does , but comes out",slang_to_standard,urban_dictionary_mega,0.0,5,25,1,6
Coronial,A person who is conceived as a result of from () scare of 2020,slang_to_standard,urban_dictionary_mega,0.0,8,62,1,14
Riverside,Its what character says in Juice (1992) when he caps another hoodie under a bridge,slang_to_standard,urban_dictionary_mega,0.0,9,82,1,15
cloutaholic,When someone is an alcoholic they think it raises their,slang_to_standard,urban_dictionary_mega,0.0,11,55,1,10
cloutaholic,Yo [Brad] over there is such a “cloutaholic” he thinks drinking will [get him] all [the girls].,slang_to_standard,urban_dictionary_mega,0.0,11,95,1,17
Liab,"for """"",slang_to_standard,urban_dictionary_mega,0.0,4,6,1,2
nick,really who i want to kiss,slang_to_standard,urban_dictionary_mega,0.0,4,25,1,6
nick,[god] nick is so [fucking hot] i [cum] just looking at him,slang_to_standard,urban_dictionary_mega,0.0,4,58,1,12
Industry Trick,"Also, Industry Hoe, Commercial Bitch, etc",slang_to_standard,urban_dictionary_mega,0.0,14,41,2,6
Industry Trick,"*Excited* FAKE: ""If I was an Industry Trick, I could have a [Bentley], a Rolex, a supermodel girlfriend, a mansion, my own T.V. show and clothing line, a movie and [record deal], 2 yachts and world full of phony friends!"" 
*Realistic* REAL: ""But you'd never get your dignity back.""
*Puzzled* FAKE: ""What?""
*Passionate* REAL: ""[Fuck The Industry]!""",slang_to_standard,urban_dictionary_mega,0.0,14,350,2,57
Yes Portugal,The you would use when answering positively to any asked by a,slang_to_standard,urban_dictionary_mega,0.0,12,61,2,12
timbwa,"A and person who is usually actually very Also can be a person who loves to be right Also, someone who is very smart, hot and loving",slang_to_standard,urban_dictionary_mega,0.0,6,132,1,27
timbwa,That [boy] is [such a] [Timbwa],slang_to_standard,urban_dictionary_mega,0.0,6,31,1,6
THAT LT4,Very very sweet young man that thinks he is black wearing a,slang_to_standard,urban_dictionary_mega,0.0,8,59,2,12
unc,Common abbreviation for the at Chapel Hill,slang_to_standard,urban_dictionary_mega,0.0,3,42,1,7
unc,"""A straight male at UNC is a [hot commodity], I guess""

""[Mike Nifong] went to UNC""

""[John Edwards] went to State, disowned them, and declared loyalty to UNC. Good riddance because he's a dirty piece of shit that cheats on his cancerous wife""",slang_to_standard,urban_dictionary_mega,0.0,3,247,1,43
sarah,enjoys wearing on face to,slang_to_standard,urban_dictionary_mega,0.0,5,25,1,5
sarah,sarah is [so funny],slang_to_standard,urban_dictionary_mega,0.0,5,19,1,4
shitzkiballs,When or,slang_to_standard,urban_dictionary_mega,0.0,12,7,1,2
Ruby,If is Ruby your from,slang_to_standard,urban_dictionary_mega,0.0,4,20,1,5
Leaky faucet,Something requiring attention,slang_to_standard,urban_dictionary_mega,0.0,12,29,2,3
Leaky faucet,"She's a [leaky faucet].

Their [show] is a leaky faucet",slang_to_standard,urban_dictionary_mega,0.0,12,55,2,10
Matt Hughes,"Oh no, man, what happened !? Train accident!? Aw man",slang_to_standard,urban_dictionary_mega,0.0,11,52,2,10
Matt Hughes,"Hym ""What!? [Matt Hughes] got hit train!? Man that sucks! He's alive but he suffered some brain damage. Man... He was the best. He was the pre-GSP [pound for pound] goat. Let's get his record quick... 45 and 9 with wins against guys like Bj Penn and GSP. Man... FRE [NEURALINK] FOR [MATT HUGHES] OR A.I. DEATH-BOT VIOLENCE FOR EVERYONE!!!""",slang_to_standard,urban_dictionary_mega,0.0,11,339,2,60
Word,Well it's,slang_to_standard,urban_dictionary_mega,0.0,4,9,1,2
Gusano,"Spanish for ""worm""",slang_to_standard,urban_dictionary_mega,0.0,6,18,1,3
Gusano,Those Gusanos at the [Centro] Cultural held a [fund] [raiser] in conjunction with big-time War Profiteers.,slang_to_standard,urban_dictionary_mega,0.0,6,106,1,16
skr,"In 2018, famous rapper used the word to judge contestants on Chinese variety shows, leading many to use SKR to mock kris wu on China's popular social network",slang_to_standard,urban_dictionary_mega,0.0,3,157,1,28
sidonglobophobia,"the fear of , specifically",slang_to_standard,urban_dictionary_mega,0.0,16,26,1,5
sidonglobophobia,"“I have sidonglobophobia, don’t [make me] touch that [Q-tip]!”
It is believed that [Michael Jackson] suffered from sidonglobophobia.",slang_to_standard,urban_dictionary_mega,0.0,16,133,1,18
hollis,when somebody called holly and somebody called are,slang_to_standard,urban_dictionary_mega,0.0,6,50,1,8
hollis,"""[duuude], have [you seen] [hollis]?""
""OHMYGODISTHAT [HOLLIS] INTHATWINDOW?!""",slang_to_standard,urban_dictionary_mega,0.0,6,78,1,8
Doralzuela,"Popular nickname for Doral, Florida (Miami), due to large and affluent Venezuelan community",slang_to_standard,urban_dictionary_mega,0.0,10,91,1,13
Doralzuela,Everyone in my [neighborhood] is from [Venezuela]. I love [living] in Doralzuela!,slang_to_standard,urban_dictionary_mega,0.0,10,81,1,12
IeS,"Incursio ex Subter, Meaning: ""Attack From Below"" A Black-Hat known for many Acts",slang_to_standard,urban_dictionary_mega,0.0,3,80,1,13
Ruscism,: Рушизм A portmanteau of Russian and Fascism,slang_to_standard,urban_dictionary_mega,0.0,7,45,1,8
Ruscism,"1. As an adjective

Andy: is [Russia] communist or [capitalist] or what?

Bob: it’s [Ruscist]

2. As a noun
Ruscism is Russias new communism",slang_to_standard,urban_dictionary_mega,0.0,7,141,1,24
School,"¨I love school¨ said [Sally].
¨[Whats wrong] with you Sally, school is school [and that's] bad¨ Said Josh.",slang_to_standard,urban_dictionary_mega,0.0,6,107,1,18
xxx-tentacion,a rapper who left an on many peoples lives,slang_to_standard,urban_dictionary_mega,0.0,13,42,1,9
xxx-tentacion,xxx-tentacion [never] [deserved] this,slang_to_standard,urban_dictionary_mega,0.0,13,37,1,4
Eboehp,A girl who is always with a of Pronounced- E-bo-hep,slang_to_standard,urban_dictionary_mega,0.0,6,51,1,10
Eboehp,"*Girl is [surrounded] by boys*
OtherGirls- [Jeez], she's such a [eboehp]....",slang_to_standard,urban_dictionary_mega,0.0,6,77,1,11
Megan,Megan is a [wee] [tod],slang_to_standard,urban_dictionary_mega,0.0,5,22,1,5
